canonical_venue,month,temp_c_mean,precip_mm_daily_mean,windmax_kmh_mean,rh_pct_mean,source,period
"Warner Park, Basseterre, St Kitts",12,25.70,1.78,24.67,75.0,open-meteo-archive,2015-01-01..2024-12-31
Pallekele International Cricket Stadium,1,23.14,1.93,15.03,82.5,open-meteo-archive,2015-01-01..2024-12-31
Pallekele International Cricket Stadium,2,23.77,2.04,16.07,80.8,open-meteo-archive,2015-01-01..2024-12-31
Pallekele International Cricket Stadium,3,25.09,2.19,13.65,77.1,open-meteo-archive,2015-01-01..2024-12-31
Pallekele International Cricket Stadium,4,25.88,4.02,11.33,79.2,open-meteo-archive,2015-01-01..2024-12-31
Pallekele International Cricket Stadium,5,25.28,6.32,16.29,84.5,open-meteo-archive,2015-01-01..2024-12-31
Pallekele International Cricket Stadium,6,24.87,2.48,21.93,82.5,open-meteo-archive,2015-01-01..2024-12-31
Pallekele International Cricket Stadium,7,24.60,3.18,21.88,81.6,open-meteo-archive,2015-01-01..2024-12-31
Pallekele International Cricket Stadium,8,24.35,3.58,21.08,82.9,open-meteo-archive,2015-01-01..2024-12-31
Pallekele International Cricket Stadium,9,24.28,3.43,19.62,83.0,open-meteo-archive,2015-01-01..2024-12-31
Pallekele International Cricket Stadium,10,23.96,9.27,14.64,86.2,open-meteo-archive,2015-01-01..2024-12-31
Pallekele International Cricket Stadium,11,23.59,9.75,12.49,88.4,open-meteo-archive,2015-01-01..2024-12-31
Pallekele International Cricket Stadium,12,23.34,4.59,14.34,86.6,open-meteo-archive,2015-01-01..2024-12-31
Marsa Sports Club,1,13.52,1.15,32.33,71.8,open-meteo-archive,2015-01-01..2024-12-31
Marsa Sports Club,2,13.66,1.61,31.05,73.8,open-meteo-archive,2015-01-01..2024-12-31
Marsa Sports Club,3,14.51,1.07,31.34,74.4,open-meteo-archive,2015-01-01..2024-12-31
Marsa Sports Club,4,16.35,0.46,28.71,75.3,open-meteo-archive,2015-01-01..2024-12-31
Marsa Sports Club,5,19.56,0.46,26.50,74.3,open-meteo-archive,2015-01-01..2024-12-31
Marsa Sports Club,6,24.04,0.09,21.84,70.8,open-meteo-archive,2015-01-01..2024-12-31
Marsa Sports Club,7,27.10,0.03,19.88,68.8,open-meteo-archive,2015-01-01..2024-12-31
Marsa Sports Club,8,27.62,0.17,19.35,69.8,open-meteo-archive,2015-01-01..2024-12-31
Marsa Sports Club,9,25.42,1.05,22.99,71.6,open-meteo-archive,2015-01-01..2024-12-31
Marsa Sports Club,10,22.27,1.75,24.78,73.9,open-meteo-archive,2015-01-01..2024-12-31
Marsa Sports Club,11,18.86,2.50,27.60,72.8,open-meteo-archive,2015-01-01..2024-12-31
Marsa Sports Club,12,15.47,1.20,30.32,72.1,open-meteo-archive,2015-01-01..2024-12-31
Perth Stadium,1,25.09,0.74,28.34,48.1,open-meteo-archive,2015-01-01..2024-12-31
Perth Stadium,2,25.10,0.87,26.62,51.6,open-meteo-archive,2015-01-01..2024-12-31
Perth Stadium,3,23.19,1.20,24.43,57.1,open-meteo-archive,2015-01-01..2024-12-31
Perth Stadium,4,19.48,1.28,22.14,62.8,open-meteo-archive,2015-01-01..2024-12-31
Perth Stadium,5,16.10,2.52,20.85,68.1,open-meteo-archive,2015-01-01..2024-12-31
Perth Stadium,6,13.83,3.29,20.10,75.3,open-meteo-archive,2015-01-01..2024-12-31
Perth Stadium,7,13.35,3.84,22.41,76.8,open-meteo-archive,2015-01-01..2024-12-31
Perth Stadium,8,13.31,3.44,22.60,75.6,open-meteo-archive,2015-01-01..2024-12-31
Perth Stadium,9,14.79,1.57,22.95,71.6,open-meteo-archive,2015-01-01..2024-12-31
Perth Stadium,10,17.23,1.32,24.90,65.8,open-meteo-archive,2015-01-01..2024-12-31
Perth Stadium,11,20.51,0.74,25.85,56.9,open-meteo-archive,2015-01-01..2024-12-31
Perth Stadium,12,23.85,0.27,27.15,48.8,open-meteo-archive,2015-01-01..2024-12-31
"Providence Stadium, Guyana",1,25.76,4.34,18.56,81.1,open-meteo-archive,2015-01-01..2024-12-31
"Providence Stadium, Guyana",2,25.91,4.00,20.12,79.2,open-meteo-archive,2015-01-01..2024-12-31
"Providence Stadium, Guyana",3,26.28,3.51,19.91,78.4,open-meteo-archive,2015-01-01..2024-12-31
"Providence Stadium, Guyana",4,26.59,5.25,19.37,79.7,open-meteo-archive,2015-01-01..2024-12-31
"Providence Stadium, Guyana",5,26.35,10.88,18.65,84.6,open-meteo-archive,2015-01-01..2024-12-31
"Providence Stadium, Guyana",6,26.09,12.05,16.11,86.8,open-meteo-archive,2015-01-01..2024-12-31
"Providence Stadium, Guyana",7,26.33,10.11,14.54,86.2,open-meteo-archive,2015-01-01..2024-12-31
"Providence Stadium, Guyana",8,27.08,6.25,14.19,84.0,open-meteo-archive,2015-01-01..2024-12-31
"Providence Stadium, Guyana",9,27.70,4.14,15.16,82.2,open-meteo-archive,2015-01-01..2024-12-31
"Providence Stadium, Guyana",10,27.69,4.49,16.51,81.4,open-meteo-archive,2015-01-01..2024-12-31
"Providence Stadium, Guyana",11,27.01,6.74,16.53,83.1,open-meteo-archive,2015-01-01..2024-12-31
"Providence Stadium, Guyana",12,26.18,8.24,17.63,83.7,open-meteo-archive,2015-01-01..2024-12-31
"Queen's Park Oval, Port of Spain",1,26.02,1.03,17.69,75.0,open-meteo-archive,2015-01-01..2024-12-31
"Queen's Park Oval, Port of Spain",2,26.35,0.90,19.19,71.8,open-meteo-archive,2015-01-01..2024-12-31
"Queen's Park Oval, Port of Spain",3,26.70,1.06,19.41,71.4,open-meteo-archive,2015-01-01..2024-12-31
"Queen's Park Oval, Port of Spain",4,27.47,1.25,19.05,71.1,open-meteo-archive,2015-01-01..2024-12-31
"Queen's Park Oval, Port of Spain",5,27.84,1.55,20.16,72.7,open-meteo-archive,2015-01-01..2024-12-31
"Queen's Park Oval, Port of Spain",6,27.23,3.35,19.02,78.0,open-meteo-archive,2015-01-01..2024-12-31
"Queen's Park Oval, Port of Spain",7,27.02,3.65,16.95,80.6,open-meteo-archive,2015-01-01..2024-12-31
"Queen's Park Oval, Port of Spain",8,27.26,4.43,15.05,81.4,open-meteo-archive,2015-01-01..2024-12-31
"Queen's Park Oval, Port of Spain",9,27.71,3.97,15.18,80.5,open-meteo-archive,2015-01-01..2024-12-31
"Queen's Park Oval, Port of Spain",10,27.44,3.79,15.93,81.1,open-meteo-archive,2015-01-01..2024-12-31
"Queen's Park Oval, Port of Spain",11,26.84,3.58,16.37,81.6,open-meteo-archive,2015-01-01..2024-12-31
"Queen's Park Oval, Port of Spain",12,26.34,2.07,17.25,78.8,open-meteo-archive,2015-01-01..2024-12-31
"West End Park International Cricket Stadium, Doha",1,17.66,0.48,22.66,66.4,open-meteo-archive,2015-01-01..2024-12-31
"West End Park International Cricket Stadium, Doha",2,18.95,0.39,24.69,60.9,open-meteo-archive,2015-01-01..2024-12-31
"West End Park International Cricket Stadium, Doha",3,22.59,0.32,25.16,52.4,open-meteo-archive,2015-01-01..2024-12-31
"West End Park International Cricket Stadium, Doha",4,27.37,0.29,25.35,42.2,open-meteo-archive,2015-01-01..2024-12-31
"West End Park International Cricket Stadium, Doha",5,32.69,0.14,25.93,34.0,open-meteo-archive,2015-01-01..2024-12-31
"West End Park International Cricket Stadium, Doha",6,35.65,0.00,28.37,33.4,open-meteo-archive,2015-01-01..2024-12-31
"West End Park International Cricket Stadium, Doha",7,36.70,0.03,24.89,41.4,open-meteo-archive,2015-01-01..2024-12-31
"West End Park International Cricket Stadium, Doha",8,36.28,0.00,22.95,48.8,open-meteo-archive,2015-01-01..2024-12-31
"West End Park International Cricket Stadium, Doha",9,33.89,0.01,21.15,53.4,open-meteo-archive,2015-01-01..2024-12-31
"West End Park International Cricket Stadium, Doha",10,30.10,0.07,20.61,56.2,open-meteo-archive,2015-01-01..2024-12-31
"West End Park International Cricket Stadium, Doha",11,24.94,0.35,20.51,61.7,open-meteo-archive,2015-01-01..2024-12-31
"West End Park International Cricket Stadium, Doha",12,19.88,0.28,20.55,67.7,open-meteo-archive,2015-01-01..2024-12-31
"Kensington Oval, Bridgetown",1,25.58,1.06,25.85,73.2,open-meteo-archive,2015-01-01..2024-12-31
"Kensington Oval, Bridgetown",2,25.60,0.87,26.70,71.3,open-meteo-archive,2015-01-01..2024-12-31
"Kensington Oval, Bridgetown",3,25.84,0.91,25.90,71.2,open-meteo-archive,2015-01-01..2024-12-31
"Kensington Oval, Bridgetown",4,26.49,0.92,24.86,71.5,open-meteo-archive,2015-01-01..2024-12-31
"Kensington Oval, Bridgetown",5,27.12,0.92,26.70,72.7,open-meteo-archive,2015-01-01..2024-12-31
"Kensington Oval, Bridgetown",6,27.19,1.94,27.81,75.6,open-meteo-archive,2015-01-01..2024-12-31
"Kensington Oval, Bridgetown",7,27.08,2.79,26.54,78.0,open-meteo-archive,2015-01-01..2024-12-31
"Kensington Oval, Bridgetown",8,27.27,3.33,22.70,79.3,open-meteo-archive,2015-01-01..2024-12-31
"Kensington Oval, Bridgetown",9,27.61,3.75,20.13,78.5,open-meteo-archive,2015-01-01..2024-12-31
"Kensington Oval, Bridgetown",10,27.30,3.42,21.78,79.2,open-meteo-archive,2015-01-01..2024-12-31
"Kensington Oval, Bridgetown",11,26.74,3.38,23.72,78.9,open-meteo-archive,2015-01-01..2024-12-31
"Kensington Oval, Bridgetown",12,26.24,1.49,25.48,74.8,open-meteo-archive,2015-01-01..2024-12-31
"Warner Park, Basseterre",1,25.15,1.47,23.85,75.1,open-meteo-archive,2015-01-01..2024-12-31
"Warner Park, Basseterre",2,24.99,1.86,24.99,74.5,open-meteo-archive,2015-01-01..2024-12-31
"Warner Park, Basseterre",3,25.22,1.32,24.50,73.0,open-meteo-archive,2015-01-01..2024-12-31
"Warner Park, Basseterre",4,25.79,1.88,22.79,74.7,open-meteo-archive,2015-01-01..2024-12-31
"Warner Park, Basseterre",5,26.72,2.01,23.47,76.1,open-meteo-archive,2015-01-01..2024-12-31
"Warner Park, Basseterre",6,27.43,1.76,25.44,76.2,open-meteo-archive,2015-01-01..2024-12-31
"Warner Park, Basseterre",7,27.58,2.47,27.03,77.3,open-meteo-archive,2015-01-01..2024-12-31
"Warner Park, Basseterre",8,27.82,3.19,24.76,78.2,open-meteo-archive,2015-01-01..2024-12-31
"Warner Park, Basseterre",9,27.88,4.02,21.17,78.9,open-meteo-archive,2015-01-01..2024-12-31
"Warner Park, Basseterre",10,27.54,3.48,20.47,78.6,open-meteo-archive,2015-01-01..2024-12-31
"Warner Park, Basseterre",11,26.75,3.35,22.10,78.0,open-meteo-archive,2015-01-01..2024-12-31
"Warner Park, Basseterre",12,25.97,1.78,24.67,75.0,open-meteo-archive,2015-01-01..2024-12-31
Sydney Showground Stadium,1,23.21,2.91,19.96,74.3,open-meteo-archive,2015-01-01..2024-12-31
Sydney Showground Stadium,2,22.51,3.37,20.03,74.6,open-meteo-archive,2015-01-01..2024-12-31
Sydney Showground Stadium,3,20.97,4.36,18.63,76.7,open-meteo-archive,2015-01-01..2024-12-31
Sydney Showground Stadium,4,17.85,2.89,16.61,76.7,open-meteo-archive,2015-01-01..2024-12-31
Sydney Showground Stadium,5,14.41,1.65,16.15,74.5,open-meteo-archive,2015-01-01..2024-12-31
Sydney Showground Stadium,6,11.87,2.26,15.90,77.3,open-meteo-archive,2015-01-01..2024-12-31
Sydney Showground Stadium,7,11.61,1.88,17.46,71.7,open-meteo-archive,2015-01-01..2024-12-31
Sydney Showground Stadium,8,12.71,1.47,18.26,68.2,open-meteo-archive,2015-01-01..2024-12-31
Sydney Showground Stadium,9,15.29,1.52,20.20,66.0,open-meteo-archive,2015-01-01..2024-12-31
Sydney Showground Stadium,10,17.88,2.45,20.40,69.1,open-meteo-archive,2015-01-01..2024-12-31
Sydney Showground Stadium,11,19.84,2.69,20.63,70.0,open-meteo-archive,2015-01-01..2024-12-31
Sydney Showground Stadium,12,22.06,1.93,20.62,69.8,open-meteo-archive,2015-01-01..2024-12-31
"Zayed Cricket Stadium, Abu Dhabi",1,19.87,0.50,21.95,66.1,open-meteo-archive,2015-01-01..2024-12-31
"Zayed Cricket Stadium, Abu Dhabi",2,20.92,0.24,24.03,62.2,open-meteo-archive,2015-01-01..2024-12-31
"Zayed Cricket Stadium, Abu Dhabi",3,23.99,0.46,25.49,57.3,open-meteo-archive,2015-01-01..2024-12-31
"Zayed Cricket Stadium, Abu Dhabi",4,27.91,0.31,25.77,49.5,open-meteo-archive,2015-01-01..2024-12-31
"Zayed Cricket Stadium, Abu Dhabi",5,31.94,0.07,26.14,47.9,open-meteo-archive,2015-01-01..2024-12-31
"Zayed Cricket Stadium, Abu Dhabi",6,34.43,0.00,26.00,52.5,open-meteo-archive,2015-01-01..2024-12-31
"Zayed Cricket Stadium, Abu Dhabi",7,36.18,0.01,25.01,51.2,open-meteo-archive,2015-01-01..2024-12-31
"Zayed Cricket Stadium, Abu Dhabi",8,36.00,0.02,24.70,52.2,open-meteo-archive,2015-01-01..2024-12-31
"Zayed Cricket Stadium, Abu Dhabi",9,33.79,0.01,23.44,57.4,open-meteo-archive,2015-01-01..2024-12-31
"Zayed Cricket Stadium, Abu Dhabi",10,30.49,0.03,22.18,60.4,open-meteo-archive,2015-01-01..2024-12-31
"Zayed Cricket Stadium, Abu Dhabi",11,26.23,0.08,20.92,60.5,open-meteo-archive,2015-01-01..2024-12-31
"Zayed Cricket Stadium, Abu Dhabi",12,22.06,0.11,19.99,66.3,open-meteo-archive,2015-01-01..2024-12-31
Feroz Shah Kotla,1,12.81,1.06,12.98,78.5,open-meteo-archive,2015-01-01..2024-12-31
Feroz Shah Kotla,2,16.78,0.82,14.93,68.8,open-meteo-archive,2015-01-01..2024-12-31
Feroz Shah Kotla,3,22.08,0.99,16.72,57.7,open-meteo-archive,2015-01-01..2024-12-31
Feroz Shah Kotla,4,28.77,0.33,18.41,36.3,open-meteo-archive,2015-01-01..2024-12-31
Feroz Shah Kotla,5,31.89,1.02,19.03,39.3,open-meteo-archive,2015-01-01..2024-12-31
Feroz Shah Kotla,6,32.91,2.12,18.00,52.1,open-meteo-archive,2015-01-01..2024-12-31
Feroz Shah Kotla,7,29.83,7.88,15.32,77.3,open-meteo-archive,2015-01-01..2024-12-31
Feroz Shah Kotla,8,28.97,5.19,15.03,80.1,open-meteo-archive,2015-01-01..2024-12-31
Feroz Shah Kotla,9,28.30,4.13,14.43,76.4,open-meteo-archive,2015-01-01..2024-12-31
Feroz Shah Kotla,10,25.39,0.58,12.40,63.6,open-meteo-archive,2015-01-01..2024-12-31
Feroz Shah Kotla,11,20.23,0.20,12.13,64.5,open-meteo-archive,2015-01-01..2024-12-31
Feroz Shah Kotla,12,14.76,0.22,11.65,71.2,open-meteo-archive,2015-01-01..2024-12-31
"National Stadium, Karachi",1,18.69,0.23,18.48,57.1,open-meteo-archive,2015-01-01..2024-12-31
"National Stadium, Karachi",2,21.82,0.07,21.16,55.7,open-meteo-archive,2015-01-01..2024-12-31
"National Stadium, Karachi",3,25.01,0.13,24.10,58.9,open-meteo-archive,2015-01-01..2024-12-31
"National Stadium, Karachi",4,28.19,0.05,26.50,64.6,open-meteo-archive,2015-01-01..2024-12-31
"National Stadium, Karachi",5,30.27,0.02,30.28,69.3,open-meteo-archive,2015-01-01..2024-12-31
"National Stadium, Karachi",6,30.76,0.29,28.42,71.7,open-meteo-archive,2015-01-01..2024-12-31
"National Stadium, Karachi",7,29.85,2.82,28.26,76.2,open-meteo-archive,2015-01-01..2024-12-31
"National Stadium, Karachi",8,28.31,3.89,26.55,79.9,open-meteo-archive,2015-01-01..2024-12-31
"National Stadium, Karachi",9,28.48,0.37,24.32,75.5,open-meteo-archive,2015-01-01..2024-12-31
"National Stadium, Karachi",10,28.25,0.16,21.36,66.0,open-meteo-archive,2015-01-01..2024-12-31
"National Stadium, Karachi",11,24.98,0.03,18.15,53.6,open-meteo-archive,2015-01-01..2024-12-31
"National Stadium, Karachi",12,20.47,0.09,17.28,48.9,open-meteo-archive,2015-01-01..2024-12-31
Rawalpindi Cricket Stadium,1,9.98,2.81,11.52,69.1,open-meteo-archive,2015-01-01..2024-12-31
Rawalpindi Cricket Stadium,2,13.14,2.41,13.27,62.0,open-meteo-archive,2015-01-01..2024-12-31
Rawalpindi Cricket Stadium,3,17.25,3.85,14.65,60.7,open-meteo-archive,2015-01-01..2024-12-31
Rawalpindi Cricket Stadium,4,22.33,2.58,15.36,52.8,open-meteo-archive,2015-01-01..2024-12-31
Rawalpindi Cricket Stadium,5,27.21,1.22,15.75,42.6,open-meteo-archive,2015-01-01..2024-12-31
Rawalpindi Cricket Stadium,6,30.23,1.36,14.66,45.9,open-meteo-archive,2015-01-01..2024-12-31
Rawalpindi Cricket Stadium,7,28.54,6.38,12.52,73.2,open-meteo-archive,2015-01-01..2024-12-31
Rawalpindi Cricket Stadium,8,27.67,6.69,11.33,77.4,open-meteo-archive,2015-01-01..2024-12-31
Rawalpindi Cricket Stadium,9,26.64,2.43,11.45,67.6,open-meteo-archive,2015-01-01..2024-12-31
Rawalpindi Cricket Stadium,10,22.51,1.05,12.19,53.2,open-meteo-archive,2015-01-01..2024-12-31
Rawalpindi Cricket Stadium,11,16.27,1.61,11.26,61.9,open-meteo-archive,2015-01-01..2024-12-31
Rawalpindi Cricket Stadium,12,11.72,0.80,10.43,62.1,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, Hove",1,5.52,2.59,27.38,85.0,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, Hove",2,6.33,2.46,28.53,82.5,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, Hove",3,7.40,2.27,26.61,80.9,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, Hove",4,9.10,1.58,22.30,76.5,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, Hove",5,12.42,1.93,21.93,78.2,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, Hove",6,15.59,2.09,21.75,78.0,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, Hove",7,17.45,2.09,22.73,77.0,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, Hove",8,17.51,2.51,22.51,79.0,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, Hove",9,15.64,2.44,22.49,79.1,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, Hove",10,12.88,3.51,25.58,82.2,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, Hove",11,9.19,3.36,27.07,83.9,open-meteo-archive,2015-01-01..2024-12-31
"County Ground, Hove",12,7.65,3.34,28.48,86.4,open-meteo-archive,2015-01-01..2024-12-31
