bowler_id,bowler_name,RAA,balls_bowled,RAA_per_ball,VORP,WAR,WAR_per_ball
50c6bc2b,LS Livingstone,-6.585117058532682,54,-0.12194661219504967,6.169352329222421,0.05745880906419317,0.001064052019707281
08548b13,PHKD Mendis,-3.9173821235359885,42,-0.09327100294133306,6.00276073360687,0.05590724349079696,0.0013311248450189753
f9e6e7ef,Shahbaz Ahmed,-8.540693123204319,61,-0.14001136267548064,5.867133407407927,0.05464406638174468,0.0008958043669138472
402f8494,RJ Gleeson,-1.1178937776613125,22,-0.05081335353005966,4.078371528461137,0.037984274270849744,0.001726557921402261
f6d8a7ab,K Kartikeya,-7.810660821738628,49,-0.159401241259972,3.7628391782613733,0.03504553579455503,0.0007152150162154087
fb2d1dda,N Rana,0.4667448777930856,12,0.03889540648275713,3.3010714084053308,0.030744820791704673,0.0025620683993087226
872b03f7,A Badoni,0.743697722216865,10,0.0743697722216865,3.1056364977270694,0.02892462045009844,0.002892462045009844
4b31f3a3,Yash Thakur,-7.076352450984332,43,-0.16456633606940307,3.079984283709547,0.028685706283967095,0.0006671094484643511
c27b5a0e,PVSN Raju,-3.9317496315593234,29,-0.13557757350204563,2.917872817420269,0.027175866791657528,0.0009370988548847423
b8527c3d,Rasikh Salam,-6.779334075011477,38,-0.1784035282897757,2.1960332719273,0.020452950283387353,0.0005382355337733513
cf0ccafa,M Siddharth,-8.250649265727002,43,-0.1918755643192326,1.9056874689668764,0.01774878894446192,0.00041276253359213765
1e030637,V Puthur,-15.420431071252068,73,-0.21123878179797353,1.8217219899724242,0.016966769022747734,0.00023242149346229773
fa2f1dde,K Khejroliya,-3.1262747053004807,19,-0.1645407739631832,1.3614089681689077,0.01267960294466711,0.0006673475234035321
7d92277a,Mujeeb Ur Rahman,-2.0836349692207303,13,-0.16027961301697927,0.9868854389425352,0.009191444900275078,0.0007070342230980829
d1a60072,N Wadhera,-0.21935794029884015,5,-0.04387158805976803,0.961611447456262,0.008956053343170923,0.0017912106686341846
f834dcfc,L Ngidi,-10.378152261250307,48,-0.21621150544271472,0.9591538611986739,0.008933164396001432,0.00018610759158336316
2ed569a0,RD Chahar,-0.9717607566165845,6,-0.16196012610276408,0.4454025086895381,0.004148295694230587,0.0006913826157050978
e62dd25d,K Rabada,-21.51471987702529,88,-0.24448545314801465,-0.7296586525354911,-0.0067957404539023105,-7.722432333979898e-05
ed5a5510,P Dubey,-3.7277215819667378,12,-0.3106434651638948,-0.8933950513544926,-0.008320713899175679,-0.0006933928249313066
f29185a1,Abhishek Sharma,-16.771730109264723,67,-0.2503243299890257,-0.9467403133463552,-0.00881754971916136,-0.00013160521968897553
acdc62f5,A Nortje,-11.743509428658147,45,-0.2609668761924033,-1.1147849388622273,-0.010382648215164639,-0.00023072551589254752
0a67aec0,Akash Deep,-31.359726093024044,127,-0.24692697711042555,-1.3631036440444504,-0.012695386458456276,-9.996367290123052e-05
bbd41817,AD Russell,-28.316710588547487,114,-0.2483921981451534,-1.3906085477311585,-0.012951555813832154,-0.00011361013871782591
9eb1455b,NT Ellis,-8.177883817823464,25,-0.32711535271293857,-2.273036879047953,-0.02117013019510061,-0.0008468052078040245
fb5f69e4,M Tiwari,-3.8484948669990557,6,-0.6414158111665093,-2.431331601692933,-0.022644422107599264,-0.003774070351266544
7dcb9bc9,M Shahrukh Khan,-3.95417056286844,6,-0.65902842714474,-2.537007297562317,-0.02362864205608938,-0.00393810700934823
26989d80,Shashank Singh,-5.463603062582249,12,-0.4553002552151874,-2.6292765319700035,-0.024487999738940145,-0.0020406666449116788
